timestamp,open,high,low,close,volume
2025-12-21 15:20:00,87852.0,87929.0,87837.0,87878.0,52546.53077495
2025-12-21 15:25:00,87877.0,87893.0,87855.0,87892.0,15924.04357974
2025-12-21 15:30:00,87893.0,87989.0,87889.0,87969.0,69347.33466955
2025-12-21 15:35:00,87969.0,88081.0,87966.0,87999.0,123483.57038966
2025-12-21 15:40:00,87998.0,88006.0,87912.0,87970.0,37809.03205714
2025-12-21 15:45:00,87970.0,88029.0,87966.0,88016.0,72058.36980233
2025-12-21 15:50:00,88029.0,88250.0,88029.0,88209.0,205231.68517387
2025-12-21 15:55:00,88209.0,88209.0,88037.0,88062.0,133309.87931384
2025-12-21 16:00:00,88061.0,88062.0,88018.0,88047.0,73299.9740813
2025-12-21 16:05:00,88047.0,88136.0,88047.0,88109.0,66474.4736844
2025-12-21 16:10:00,88109.0,88109.0,88052.0,88071.0,42705.19901645
2025-12-21 16:15:00,88070.0,88071.0,88023.0,88069.0,28626.44216619
2025-12-21 16:20:00,88069.0,88318.0,88069.0,88267.0,145250.55686495
2025-12-21 16:25:00,88278.0,88327.0,88231.0,88232.0,94623.91149024
2025-12-21 16:30:00,88232.0,88236.0,88185.0,88215.0,50583.19448304
2025-12-21 16:35:00,88215.0,88232.0,88205.0,88205.0,49085.89242045
2025-12-21 16:40:00,88205.0,88206.0,88187.0,88187.0,25072.46144864
2025-12-21 16:45:00,88188.0,88204.0,88187.0,88204.0,24845.32872917
2025-12-21 16:50:00,88204.0,88296.0,88204.0,88286.0,79043.74149916
2025-12-21 16:55:00,88281.0,88371.0,88265.0,88355.0,71454.72443306
2025-12-21 17:00:00,88355.0,88435.0,88336.0,88409.0,88519.37353376
2025-12-21 17:05:00,88410.0,88410.0,88359.0,88393.0,37912.2070314
2025-12-21 17:10:00,88393.0,88434.0,88393.0,88407.0,110725.44386299
2025-12-21 17:15:00,88408.0,88469.0,88391.0,88468.0,71877.37165387
2025-12-21 17:20:00,88469.0,88469.0,88418.0,88435.0,17025.21692761
2025-12-21 17:25:00,88434.0,88435.0,88296.0,88304.0,32473.43387622
2025-12-21 17:30:00,88304.0,88378.0,88291.0,88327.0,50241.08893104
2025-12-21 17:35:00,88327.0,88351.0,88292.0,88350.0,132378.5192024
2025-12-21 17:40:00,88350.0,88372.0,88350.0,88371.0,103470.47493954
2025-12-21 17:45:00,88372.0,88377.0,88365.0,88365.0,55324.83355572
2025-12-21 17:50:00,88365.0,88366.0,88290.0,88309.0,18579.64496506
2025-12-21 17:55:00,88309.0,88309.0,88303.0,88305.0,65064.72217425
2025-12-21 18:00:00,88306.0,88306.0,88186.0,88194.0,42980.8961073
2025-12-21 18:05:00,88185.0,88185.0,88032.0,88082.0,77503.87934878
2025-12-21 18:10:00,88072.0,88072.0,87942.0,87962.0,107625.50069152
2025-12-21 18:15:00,87962.0,88103.0,87956.0,88083.0,138994.58545086
2025-12-21 18:20:00,88071.0,88072.0,88022.0,88031.0,22600.38687856
2025-12-21 18:25:00,88030.0,88099.0,88030.0,88098.0,67063.74711174
2025-12-21 18:30:00,88098.0,88252.0,88098.0,88200.0,125008.39408546
2025-12-21 18:35:00,88199.0,88288.0,88192.0,88263.0,57752.14174624
2025-12-21 18:40:00,88262.0,88263.0,88246.0,88263.0,27873.87724952
2025-12-21 18:45:00,88263.0,88303.0,88262.0,88283.0,8732.54963421
2025-12-21 18:50:00,88283.0,88406.0,88261.0,88340.0,109081.74007626
2025-12-21 18:55:00,88341.0,88435.0,88341.0,88433.0,113284.11617275
2025-12-21 19:00:00,88433.0,88508.0,88328.0,88394.0,161202.21817815
2025-12-21 19:05:00,88395.0,88430.0,88362.0,88363.0,29577.76276546
2025-12-21 19:10:00,88362.0,88406.0,88362.0,88381.0,21391.1774079
2025-12-21 19:15:00,88378.0,88378.0,88371.0,88376.0,16908.01668928
2025-12-21 19:20:00,88374.0,88374.0,88358.0,88358.0,12794.97182551
2025-12-21 19:25:00,88358.0,88359.0,88330.0,88350.0,47687.58720244
2025-12-21 19:30:00,88349.0,88350.0,88212.0,88270.0,112080.75334468
2025-12-21 19:35:00,88270.0,88359.0,88265.0,88358.0,78517.58565651
2025-12-21 19:40:00,88358.0,88419.0,88358.0,88411.0,40606.31189989
2025-12-21 19:45:00,88412.0,88412.0,88371.0,88371.0,10440.13093179
2025-12-21 19:50:00,88371.0,88574.0,88371.0,88532.0,213674.81856155
2025-12-21 19:55:00,88532.0,88586.0,88476.0,88477.0,86110.95939562
2025-12-21 20:00:00,88476.0,88477.0,88429.0,88440.0,33800.57615826
2025-12-21 20:05:00,88440.0,88440.0,88372.0,88372.0,48254.07053861
2025-12-21 20:10:00,88372.0,88399.0,88315.0,88318.0,59141.52759612
2025-12-21 20:15:00,88318.0,88355.0,88303.0,88305.0,78640.89796094
2025-12-21 20:20:00,88304.0,88305.0,88288.0,88289.0,10480.9391329
2025-12-21 20:25:00,88289.0,88316.0,88288.0,88290.0,30295.81739604
2025-12-21 20:30:00,88290.0,88291.0,88270.0,88278.0,20796.95288803
2025-12-21 20:35:00,88277.0,88315.0,88277.0,88284.0,50859.53191476
2025-12-21 20:40:00,88284.0,88297.0,88282.0,88282.0,55420.35324911
2025-12-21 20:45:00,88283.0,88283.0,88277.0,88278.0,44078.14417364
2025-12-21 20:50:00,88279.0,88279.0,88227.0,88227.0,51258.34812208
2025-12-21 20:55:00,88227.0,88242.0,88227.0,88228.0,34816.50042471
2025-12-21 21:00:00,88228.0,88238.0,88199.0,88238.0,54679.88949341
2025-12-21 21:05:00,88247.0,88267.0,88231.0,88251.0,34709.95875088
2025-12-21 21:10:00,88252.0,88264.0,88251.0,88259.0,48376.11784177
2025-12-21 21:15:00,88259.0,88336.0,88259.0,88336.0,38513.0029191
2025-12-21 21:20:00,88336.0,88336.0,88335.0,88335.0,18046.27800731
2025-12-21 21:25:00,88335.0,88336.0,88332.0,88332.0,12660.49814245
2025-12-21 21:30:00,88332.0,88336.0,88332.0,88335.0,12757.13561616
2025-12-21 21:35:00,88335.0,88336.0,88283.0,88284.0,29094.42470182
2025-12-21 21:40:00,88283.0,88283.0,88223.0,88223.0,10935.39576229
2025-12-21 21:45:00,88223.0,88235.0,88155.0,88156.0,25104.38271988
2025-12-21 21:50:00,88156.0,88162.0,88113.0,88132.0,34711.78012254
2025-12-21 21:55:00,88132.0,88151.0,88132.0,88150.0,45343.2447043
2025-12-21 22:00:00,88150.0,88164.0,88114.0,88162.0,17312.96947468
2025-12-21 22:05:00,88162.0,88163.0,88162.0,88162.0,16954.7877236
2025-12-21 22:10:00,88162.0,88339.0,88162.0,88339.0,93513.91823376
2025-12-21 22:15:00,88339.0,88469.0,88248.0,88250.0,206493.99709665
2025-12-21 22:20:00,88249.0,88280.0,88248.0,88272.0,10779.16630043
2025-12-21 22:25:00,88273.0,88335.0,88253.0,88334.0,47651.49665671
2025-12-21 22:30:00,88334.0,88426.0,88302.0,88329.0,80094.12747236
2025-12-21 22:35:00,88336.0,88376.0,88336.0,88376.0,14704.90121717
2025-12-21 22:40:00,88360.0,88416.0,88353.0,88395.0,30108.36872564
2025-12-21 22:45:00,88394.0,88405.0,88382.0,88385.0,32839.61935804
2025-12-21 22:50:00,88385.0,88435.0,88384.0,88434.0,12141.779435
2025-12-21 22:55:00,88435.0,88456.0,88434.0,88449.0,15073.97850352
2025-12-21 23:00:00,88456.0,88770.0,88456.0,88703.0,446959.0356204
2025-12-21 23:05:00,88712.0,88712.0,88513.0,88612.0,195993.74205123
2025-12-21 23:10:00,88612.0,88613.0,88512.0,88512.0,68117.92262229
2025-12-21 23:15:00,88512.0,88638.0,88506.0,88587.0,132630.81774719
2025-12-21 23:20:00,88586.0,88618.0,88573.0,88616.0,31636.47281179
2025-12-21 23:25:00,88616.0,88616.0,88472.0,88472.0,25356.1171065
2025-12-21 23:30:00,88472.0,88472.0,88397.0,88398.0,43143.97996982
2025-12-21 23:35:00,88397.0,88562.0,88397.0,88554.0,84444.74711962
2025-12-21 23:40:00,88543.0,88545.0,88480.0,88481.0,42485.06731409
2025-12-21 23:45:00,88481.0,88548.0,88480.0,88525.0,49193.60415641
2025-12-21 23:50:00,88525.0,88620.0,88524.0,88600.0,56265.26200684
2025-12-21 23:55:00,88600.0,88647.0,88600.0,88647.0,10562.30917141
2025-12-22 00:00:00,88647.0,88770.0,88647.0,88733.0,167869.95120582
2025-12-22 00:05:00,88733.0,88950.0,88733.0,88899.0,651642.61833036
2025-12-22 00:10:00,88923.0,89475.0,88897.0,89430.0,998642.82232783
2025-12-22 00:15:00,89430.0,89700.0,89150.0,89160.0,831950.85113806
2025-12-22 00:20:00,89159.0,89159.0,88900.0,88951.0,230204.09033165
2025-12-22 00:25:00,88935.0,89007.0,88783.0,89003.0,155967.36410539
2025-12-22 00:30:00,89007.0,89042.0,88842.0,88889.0,151748.13283227
2025-12-22 00:35:00,88889.0,89173.0,88884.0,89150.0,178040.59282758
2025-12-22 00:40:00,89149.0,89301.0,89021.0,89103.0,103823.87278895
2025-12-22 00:45:00,89103.0,89214.0,89031.0,89161.0,34829.65256638
2025-12-22 00:50:00,89137.0,89184.0,88936.0,88956.0,156757.60376873
2025-12-22 00:55:00,88956.0,88960.0,88645.0,88659.0,260551.11984618
2025-12-22 01:00:00,88656.0,88763.0,88500.0,88732.0,216553.44059091
2025-12-22 01:05:00,88726.0,88927.0,88633.0,88860.0,329207.046891
2025-12-22 01:10:00,88853.0,88998.0,88853.0,88966.0,29117.06721683
2025-12-22 01:15:00,88966.0,89019.0,88958.0,88958.0,16273.05078088
2025-12-22 01:20:00,88962.0,89122.0,88943.0,89066.0,47497.16096937
2025-12-22 01:25:00,89055.0,89055.0,89014.0,89018.0,95553.63515238
